INFO	2025-09-16 09:16:37,187	[conftest.py:59]	/Users/jiayue.a.liu/.cache/selenium/chromedriver/mac-arm64/140.0.7339.82/chromedriver
INFO	2025-09-16 09:17:02,726	[basepage.py:325]	Locator-method :xpath
INFO	2025-09-16 09:17:02,726	[basepage.py:326]	Locator-value ://div[contains(@class,'CircularProgress')]
INFO	2025-09-16 09:17:05,696	[data_construction.py:49]	Login successful at 2025-09-16 09:17:05 with status 200
INFO	2025-09-16 09:17:06,294	[data_construction.py:128]	{'User-Agent': 'python-requests/2.32.4', 'Accept-Encoding': 'gzip, deflate', 'Accept': '*/*', 'Connection': 'keep-alive', 'Content-Type': 'application/json', 'Cookie': 'tidi_access_token=eyJhbGciOiJSUzI1NiIsInR5cCIgOiAiSldUIiwia2lkIiA6ICJrc2c4Rnd5aUczYXZJNkxKaEptcHpiek5kbzZNTDdmc3ZfRWkwVjZ6RUNBIn0.eyJleHAiOjE3NTc5ODU3MjUsImlhdCI6MTc1Nzk4NTQyNSwianRpIjoiYmZjZDc5MDEtMzkxMS00YjhiLTg3YzktNzA3MDhlNzNiNjZjIiwiaXNzIjoiaHR0cDovL2tleWNsb2FrLTE4MDgwLWxvZ2ktYnByLXFhLmpwZTItY2FhczEtcHJvZDMuY2Fhcy5qcGUyYy5yLWxvY2FsLm5ldC9hdXRoL3JlYWxtcy85OTk5OTk5OTk5IiwiYXVkIjoiYWNjb3VudCIsInN1YiI6ImI5ZjhhMGQxLTk3MGQtNDA1Ny1iNzUxLWQ3NDFjYzczNTVlYiIsInR5cCI6IkJlYXJlciIsImF6cCI6InRtcy1nYXRld2F5Iiwic2Vzc2lvbl9zdGF0ZSI6ImZiYzA3YmY5LWYwNzAtNDRhYy05ZDZlLTg4ZDU4ZDc1Njg3NiIsImFjciI6IjEiLCJyZWFsbV9hY2Nlc3MiOnsicm9sZXMiOlsib2ZmbGluZV9hY2Nlc3MiLCJ0aWRpOjk5OTk5OTk5OTk6YWxsOnN5c3RlbS1hZG1pbiIsInVtYV9hdXRob3JpemF0aW9uIiwiZGVmYXVsdC1yb2xlcy05OTk5OTk5OTk5Il19LCJyZXNvdXJjZV9hY2Nlc3MiOnsiYWNjb3VudCI6eyJyb2xlcyI6WyJtYW5hZ2UtYWNjb3VudCIsIm1hbmFnZS1hY2NvdW50LWxpbmtzIiwidmlldy1wcm9maWxlIl19fSwic2NvcGUiOiJvcGVuaWQgZW1haWwgcHJvZmlsZSIsInNpZCI6ImZiYzA3YmY5LWYwNzAtNDRhYy05ZDZlLTg4ZDU4ZDc1Njg3NiIsImVtYWlsX3ZlcmlmaWVkIjpmYWxzZSwibmFtZSI6IkFkbWluX2F1dG8gQWRtaW5fQXV0byIsInByZWZlcnJlZF91c2VybmFtZSI6Ijk5OTk5OTk5OTlfYXV0b2FkbWluIiwiZ2l2ZW5fbmFtZSI6IkFkbWluX2F1dG8iLCJmYW1pbHlfbmFtZSI6IkFkbWluX0F1dG8ifQ.O5MgvEZuczSLiRUzv_LOvv6maL0OCDyIYZdmGfqEpF5XjLS3d9KEcM5yRFCF1UgQfIzpmn5PVW6sqRLdIWrNx8L7lzJmdoRrRl8iqRHXnWaioWu64bW7ITqypjLm8aXedHS2u67Ji75SezFvD9Sd4Pxq_zb-U3em1hXatUDc4_91YdJ_OkYa6HXWbLQIyIvlaQVF6sbVdg_2LieRZ4mPLCEujHWIoLk6oVLX4lJkprGUK02teo3MMnl59l08cs4GuJE98PT9s45vm3EEdkw1Vbg1R-1d6CvzjcZlF8lTZjXByH9A3p98z6-ZAHlDiMwMJx97efRoF0-CWYpZF7DeeA; tidi_refresh_token=eyJhbGciOiJIUzI1NiIsInR5cCIgOiAiSldUIiwia2lkIiA6ICI3OGU4MmUwNi04OTFlLTQ4ODYtOTFiZS1jMGU5MGJmMzBjNzgifQ.eyJleHAiOjE3NTc5ODcyMjUsImlhdCI6MTc1Nzk4NTQyNSwianRpIjoiY2Q1NWM1YzMtY2VkZi00MDllLWEwZTUtYzgwNzAyMTA3ZTU1IiwiaXNzIjoiaHR0cDovL2tleWNsb2FrLTE4MDgwLWxvZ2ktYnByLXFhLmpwZTItY2FhczEtcHJvZDMuY2Fhcy5qcGUyYy5yLWxvY2FsLm5ldC9hdXRoL3JlYWxtcy85OTk5OTk5OTk5IiwiYXVkIjoiaHR0cDovL2tleWNsb2FrLTE4MDgwLWxvZ2ktYnByLXFhLmpwZTItY2FhczEtcHJvZDMuY2Fhcy5qcGUyYy5yLWxvY2FsLm5ldC9hdXRoL3JlYWxtcy85OTk5OTk5OTk5Iiwic3ViIjoiYjlmOGEwZDEtOTcwZC00MDU3LWI3NTEtZDc0MWNjNzM1NWViIiwidHlwIjoiUmVmcmVzaCIsImF6cCI6InRtcy1nYXRld2F5Iiwic2Vzc2lvbl9zdGF0ZSI6ImZiYzA3YmY5LWYwNzAtNDRhYy05ZDZlLTg4ZDU4ZDc1Njg3NiIsInNjb3BlIjoib3BlbmlkIGVtYWlsIHByb2ZpbGUiLCJzaWQiOiJmYmMwN2JmOS1mMDcwLTQ0YWMtOWQ2ZS04OGQ1OGQ3NTY4NzYifQ.QKQN5dOKDU6KAtjXA1D_ai-oJGyjcr-3wZn1dMvytNg; XSRF-TOKEN=d7ffb2ea-a386-46ff-b6aa-0ed3a12bed14'}
INFO	2025-09-16 09:17:06,294	[data_construction.py:129]	{"data":{"trunkLineOperations":[{"organizationId":"07","trunkLineId":"25R07081210111727","operationDate":"2025-09-16","courseName":"at@TO_ir","trunkLineName":"at@TO_ir","vehicleTypeName":"2t","startLocationName":"RFC流山","plannedArrivalTime":"00:00:00","plannedStartingTime":"00:30:00","actualStartingTime":null,"remark":"automation irregular","businessStatus":"ARRANGED","departureStatus":"NORMAL","trunkLineType":"臨時便","trunkTypeCode":2,"carrierName":"日本郵便輸送（株）","driverName":"100","vehicleNumber":"100","contactPhoneNumber":"100-1001-0010","trunkLineCost":100,"loadedItemCount":0,"operationPatternName":"毎日","operationStops":[{"trunkLineStopId":10261,"stopLocationName":"晴海","trunkLineStopName":"晴海","stopOrder":1,"plannedArrivalTime":"01:00:00","plannedArrivalDateOffset":0,"plannedDepartureTime":"01:30:00","plannedDepartureDateOffset":0,"actualArrivalTime":null,"actualDepartureTime":null,"remark":null,"delayStatus":"NORMAL","locationId":"104879900101","stopBusinessStatus":"BEFORE_ARRIVAL","expectedUnloadedItemCount":0,"actualUnloadedItemCount":0,"unloadedItemCountStatus":null},{"trunkLineStopId":10262,"stopLocationName":"芝","trunkLineStopName":"芝","stopOrder":2,"plannedArrivalTime":"02:00:00","plannedArrivalDateOffset":0,"plannedDepartureTime":null,"plannedDepartureDateOffset":null,"actualArrivalTime":null,"actualDepartureTime":null,"remark":null,"delayStatus":"NORMAL","locationId":"105879900101","stopBusinessStatus":"BEFORE_ARRIVAL","expectedUnloadedItemCount":0,"actualUnloadedItemCount":0,"unloadedItemCountStatus":null}]}]}}
INFO	2025-09-16 09:17:06,294	[data_construction.py:130]	<Response [200]>
INFO	2025-09-16 09:17:06,295	[data_construction.py:136]	First trunkLineId:25R07081210111727
INFO	2025-09-16 09:17:06,296	[basepage.py:325]	Locator-method :xpath
INFO	2025-09-16 09:17:06,297	[basepage.py:326]	Locator-value ://div[contains(@class,'CircularProgress')]
INFO	2025-09-16 09:17:08,312	[basepage.py:325]	Locator-method :xpath
INFO	2025-09-16 09:17:08,312	[basepage.py:326]	Locator-value :(//div[@data-id='trunk-list-25R07081210111727'])[3]//button[@data-testid='button-trunk-name']
INFO	2025-09-16 09:17:12,848	[basepage.py:325]	Locator-method :xpath
INFO	2025-09-16 09:17:12,848	[basepage.py:326]	Locator-value ://div[contains(@class,'CircularProgress')]
INFO	2025-09-16 09:17:13,857	[basepage.py:325]	Locator-method :xpath
INFO	2025-09-16 09:17:13,857	[basepage.py:326]	Locator-value ://div[contains(@class,'CircularProgress')]
INFO	2025-09-16 09:17:16,025	[basepage.py:325]	Locator-method :xpath
INFO	2025-09-16 09:17:16,025	[basepage.py:326]	Locator-value ://div[contains(@class,'CircularProgress')]
